,Listing,Price,SQMUP,Room Info,Area,Location,Ads
2400,"Apartament 4 pokojowy, Warszawa Praga-Południe",1 450 000 ,16 755 ,4 ,86.54  ,"Grochów, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2401,"Wyjątkowa inwestycja, zakończenie budowy - 10.2023",830 000 ,16 275 ,3 ,51  ,"Ulrychów, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
2402,Metro Dw. Gdański KAMIENICA 2 pok. - BEZPOŚREDNIO,997 000 ,22 920 ,2 ,43.5  ,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Inwestycja deweloperska
2403,5-pokojowe mieszkanie 134m2 + 2 loggie,3 122 242 ,23 250 ,5 ,134.29  ,"ul. Tadeusza Joteyki, Stara Ochota, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
2404,2-pokojowe mieszkanie 38m2 + balkon,962 240 ,24 800 ,2 ,38.8  ,"ul. Tadeusza Joteyki, Stara Ochota, Ochota, Warszawa, mazowieckie",Inwestycja deweloperska
2405,"Mieszkanie ciche, funkcjonalne - Stara Miłosna",1 180 000 ,14 552 ,4 ,81.09  ,"Miłosna Park, Stara Miłosna, Wesoła, Warszawa, mazowieckie",Inwestycja deweloperska
2406,Dwupoziomowe w odnowionej kamienicy w Centrum! 0%,1 374 995 ,29 255 ,3 ,47  ,"Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",Inwestycja deweloperska
2407,"NOWE 57,60 m2, bez PCC, kredyt 2%, klima, 2 garaże",756 000 ,13 125 ,3 ,57.6  ,"ul. Przylaszczkowa 17, Falenica, Wawer, Warszawa, mazowieckie",Inwestycja deweloperska
2408,Mieszkanie na Mokotowie,1 100 000 ,18 206 ,2 ,60.42  ,"ul. Bluszczańska, Siekierki, Mokotów, Warszawa, mazowieckie",Inwestycja deweloperska
2409,Jasne 2-pok. | wysoki parter | ogródek | Bielany,590 000 ,16 780 ,2 ,35.16  ,"ul. Brązownicza, Chomiczówka, Bielany, Warszawa, mazowieckie",Inwestycja deweloperska
2410,3-pokojowe mieszkanie 55m2 + balkon,Zapytaj o cenę3 pokoje55.96 m²,,,,"ul. Aleksandra Kotsisa, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",Inwestycja deweloperska
2411,4-pokojowe mieszkanie 79m2 + loggia Bezpośrednio,Zapytaj o cenę4 pokoje79.72 m²,,,,"ul. Aleksandra Kotsisa, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",Inwestycja deweloperska
2412,2-pokojowe mieszkanie 33m2 + balkon,Zapytaj o cenę2 pokoje33.74 m²,,,,"ul. Aleksandra Kotsisa, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",Inwestycja deweloperska
2413,4-pokojowe mieszkanie 65m2 + balkon Bez Prowizji,Zapytaj o cenę4 pokoje65.32 m²,,,,"ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",Inwestycja deweloperska
2414,1-pokojowe mieszkanie 26m2 + balkon Bez Prowizji,Zapytaj o cenę1 pokój26.09 m²,,,,"ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",Inwestycja deweloperska
2415,4-pokojowe mieszkanie 77m2 + loggia,Zapytaj o cenę4 pokoje77.65 m²,,,,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Inwestycja deweloperska
2416,3-pokojowe mieszkanie 54m2 + balkon,Zapytaj o cenę3 pokoje54.24 m²,,,,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2417,2-pokojowe mieszkanie 51m2 + ogródek Bez Prowizji,Zapytaj o cenę2 pokoje51.13 m²,,,,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2418,1-pokojowe mieszkanie 38m2 + ogródek,Zapytaj o cenę1 pokój38.01 m²,,,,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2419,4-pokojowe mieszkanie 80m2 + ogródek Bezpośrednio,Zapytaj o cenę4 pokoje80.67 m²,,,,"ul. Tużycka, Zacisze, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
2420,3-pokojowe mieszkanie 72m2 + 2 balkony,Zapytaj o cenę3 pokoje72.02 m²,,,,"ul. Tużycka, Zacisze, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
2421,2-pokojowe mieszkanie 48m2 + balkon Bez Prowizji,Zapytaj o cenę2 pokoje48.12 m²,,,,"ul. Tużycka, Zacisze, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
2422,2/3 pokoje apartamentowiec 2004 rok garaż,799 000 ,15 365 ,2 ,52  ,"Huta, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
2423,"OKAZJA! Mieszkanie 4 pokojowe, Gotarda1",779 000 ,14 684 ,4 ,53.05  ,"ul. Gotarda 1, Służew, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2424,Mieszkanie na Ursynowie + garaż.,1 100 000 ,16 923 ,3 ,65  ,"ul. Ludwika Paszkiewicza, Ursynów Północny, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
2425,Mieszkanie z ogródkiem 3 pok. przy metrze,1 245 000 ,15 994 ,3 ,77.84  ,"ul. św. Wincentego 122, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
2426,"Kawalerka; 31,52 m2; Górczewska 181A;",620 000 ,19 670 ,2 ,31.52  ,"Ulrychów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2427,"luksusowy Apartament, Stawy Kellera, Las Bielański",1 500 000 ,26 786 ,3 ,56  ,"Krzemieniecka, Huta, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
2428,"Mieszkanie, 37,30 m², Warszawa",660 000 ,17 694 ,1 ,37.3  ,"Szczęśliwice, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
2429,Bezpośrednio mieszkanie Wilanów Zawady 55m2,929 000 ,16 891 ,3 ,55  ,"ul. Syta, Zawady, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
2430,Do wprowadzenia 2 pokoje - Warszawa Wola - Metro,629 000 ,16 936 ,2 ,37.14  ,"ul. Tadeusza Krępowieckiego 11a, Ulrychów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2431,Ostatnie mieszkanie dwupokojowe przy WKD Raków,584 102 ,13 088 ,2 ,44.63  ,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
2432,mieszkanie 3 pok ul. Terespolska,870 000 ,14 646 ,3 ,59.4  ,"ul. Terespolska, Grochów, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2433,Urokliwe dwupoziomowe mieszkanie w pobliżu lasu,640 000 ,9786 ,3 ,65.4  ,"ul. Przylesie 21A, Dąbrówka Szlachecka, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
2434,2 pokojowe na Starym Mokotowie- Rezerwacja,735 000 ,18 329 ,2 ,40.1  ,"Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2435,Włochy-Ursus Ul Dzieci Wa-wy 3 pokoje,939 000 ,12 437 ,3 ,75.5  ,"ul. Dzieci Warszawy, Skorosze, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
2436,"Mokotów! Trzypokojowe, ciche, nowe!Ul.Bokserska",1 199 000 ,19 983 ,3 ,60  ,"ul. Bokserska, Wyczółki, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
2437,Zamieszkaj na zielonej dolinie.,690 000 ,13 333 ,3 ,51.75  ,"ul. Giuseppe Verdiego, Kobiałka, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
2438,"Mokotów!Master bedroom!Wanna,prysznic!Ul.Bokserska",1 299 000 ,19 682 ,3 ,66  ,"ul. Bokserska, Wyczółki, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
2439,Mokotów Aleja Niepodległości idealne pod wynajem,1 049 000 ,15 541 ,2 ,67.5  ,"al. Aleja Niepodległości, Wierzbno, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2440,"W KAMIENICY 73m2,balkon-Serce Starego Mokotowa",1 606 000 ,22 000 ,3 ,73  ,"ul. Wiśniowa, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2441,Bemowo - idealne mieszkanie dla rodziny!,880 000 ,12 417 ,4 ,70.87  ,"ul. Stanisława Lencewicza, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
2442,"93,4m2+60m2ogródek,czynsz 290zł-MOKOTÓW/URSYNÓW",1 590 000 ,17 024 ,4 ,93.4  ,"ul. Arkadowa, Stary Służew, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
2443,"15,5m2 na Batorego 16-czynsz 260-Pole Mokotowskie",280 000 ,17 995 ,1 ,15.56  ,"ul. Stefana Batorego, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2444,Unikatowe mieszkanie na Mokotowskiej,5 100 000 ,36 170 ,4 ,141  ,"ul. Mokotowska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
2445,LUX apartament z widokiem na park. TARAS !!!,1 550 000 ,15 196 ,4 ,102  ,"ul. Nizinna, Grochów, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2446,"Bezpośrednio, 3 pokoje, metro Księcia Janusza",739 000 ,13 891 ,3 ,53.2  ,"ul. Jana Olbrachta 7, Ulrychów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2447,⭐️ Metro- Do remontu- Balkon- Piwnica⭐️,1 280 000 ,14 815 ,4 ,86.4  ,"ul. Twarda, Mirów, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
2448,3-pokojowe mieszkanie 60m2 + ogródek Bezpośrednio,Zapytaj o cenę3 pokoje60.25 m²,,,,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Inwestycja deweloperska
2449,4-pokojowe mieszkanie 77m2 + loggia Bez Prowizji,Zapytaj o cenę4 pokoje77.65 m²,,,,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Inwestycja deweloperska
2450,2-pokojowe mieszkanie 47m2 + ogródek,Zapytaj o cenę2 pokoje47.53 m²,,,,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Inwestycja deweloperska
2451,4-pokojowe mieszkanie 79m2 + loggia,Zapytaj o cenę4 pokoje79.72 m²,,,,"ul. Aleksandra Kotsisa, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",Inwestycja deweloperska
2452,3-pokojowe mieszkanie 67m2 + loggia,Zapytaj o cenę3 pokoje67.15 m²,,,,"ul. Aleksandra Kotsisa, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",Inwestycja deweloperska
2453,2-pokojowe mieszkanie 38m2 + ogródek Bezpośrednio,Zapytaj o cenę2 pokoje38.31 m²,,,,"ul. Aleksandra Kotsisa, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",Inwestycja deweloperska
2454,3-pokojowe mieszkanie 57m2 + 2 balkony,1 084 514 ,18 970 ,3 ,57.17  ,"ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
2455,4-pokojowe mieszkanie 86m2 + balkon Bez Prowizji,1 443 222 ,16 650 ,4 ,86.68  ,"ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
2456,1-pokojowe mieszkanie 32m2 + balkon Bez Prowizji,662 750 ,20 640 ,1 ,32.11  ,"ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
2457,2-pokojowe mieszkanie 42m2 + loggia Bezpośrednio,823 923 ,19 350 ,2 ,42.58  ,"ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
2458,3-pokojowe mieszkanie 68m2 + balkon Bez Prowizji,Zapytaj o cenę3 pokoje68.63 m²,,,,"ul. Tużycka, Zacisze, Targówek, Warszawa, mazowieckie",Inwestycja deweloperska
2459,3-pokojowe mieszkanie 78m2 + 2 ogródki,1 320 059 ,16 900 ,3 ,78.11  ,"ul. Bluszczańska, Siekierki, Mokotów, Warszawa, mazowieckie",Inwestycja deweloperska
2460,4-pokojowe mieszkanie 71m2 + balkon,Zapytaj o cenę4 pokoje71.65 m²,,,,"ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",Inwestycja deweloperska
2461,2-pokojowe mieszkanie 38m2 + 2 ogródki,Zapytaj o cenę2 pokoje38.58 m²,,,,"ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",Inwestycja deweloperska
2462,3-pokojowe mieszkanie 51m2 + balkon Bezpośrednio,Zapytaj o cenę3 pokoje51.48 m²,,,,"ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",Inwestycja deweloperska
2463,3-pokojowe mieszkanie 55m2 + taras Bez Prowizji,997 549 ,17 880 ,3 ,55.79  ,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
2464,1-pokojowe mieszkanie 31m2 + loggia,655 000 ,20 572 ,1 ,31.84  ,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2465,"Mieszkanie, 50,70 m², Warszawa",569 000 ,11 223 ,3 ,50.7  ,"ul. Igańska, Grochów, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2466,Samo centrum Marszałkowska róg Żurawiej.,830 000 ,18 043 ,1 ,46  ,"ul. Marszałkowska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
2467,"Mieszkanie, 71 m², Warszawa",800 000 ,11 268 ,2 ,71  ,"ul. Floriana Znanieckiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Inwestycja deweloperska
2468,Mieszkanie Qbik Woronicza - 52m,1 129 200 ,21 525 ,2 ,52.46  ,"Qbik, Woronicza, Wyględów, Mokotów, Warszawa, mazowieckie",Inwestycja deweloperska
2469,Ursus Classic | mieszkanie 1-pok. |C1_130,Zapytaj o cenę1 pokój33.85 m²,,,,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
2470,Mieszkanie w inwestycji Modlińska 201 | M5,886 890 ,10 200 ,4 ,86.95  ,"ul. Modlińska, Tarchomin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
2471,"Mokotów Domaniewska 59,6 m2 Nowe Bud Lux Garaż",998 970 ,16 750 ,2 ,59.64  ,"ul. Domaniewska, Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2472,al. Niepodległości | Wierzbno |38 m2| 2 pok+Balkon,590 000 ,15 526 ,2 ,38  ,"al. Aleja Niepodległości, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2473,Osiedle La Lumiere. Poczuj komfort!,1 181 000 ,16 913 ,3 ,69.83  ,"ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
2474,Warszawska Starówka 70m2 wysokość 340cm,1 800 000 ,25 714 ,3 ,70  ,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
2475,3 pokoje (Ursynów-Stokłosy) z garażem i komórką,970 000 ,13 857 ,3 ,70  ,"ul. Zięby, Stary Imielin, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
2476,Ciche słoneczne mieszkanie Stara Ochota 52 m2,875 000 ,16 827 ,2 ,52  ,"ul. Barska, Stara Ochota, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
2477,3 pokojowy apartament przy metrze-wysoki standard,1 169 000 ,18 821 ,3 ,62.11  ,"ul. Narwik 16, Górce, Bemowo, Warszawa, mazowieckie",Inwestycja deweloperska
2478,"Bezpośrednio - 4 pokoje,Stare Bielany,Metro",951 300 ,17 079 ,4 ,55.7  ,"Stare Bielany, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
2479,Sprzedam 4 pok. mieszkanie z kominkiem i ogródkiem,1 800 000 ,14 516 ,4 ,124  ,"ul. Antoniego Kocjana, Groty, Bemowo, Warszawa, mazowieckie",Inwestycja deweloperska
2480,"Do sprzedaży mieszkanie 3 pokoje, Stary Mokotów,",1 760 000 ,24 965 ,3 ,70.5  ,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
2481,Mieszkanie w zieleni przy parku Szczęśliwickim,1 324 610 ,14 900 ,3 ,88.9  ,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
2482,"Piękne, przestronne mieszkanie Warszawa - Ursus",910 000 ,11 949 ,3 ,76.16  ,"ul. Elżbiety Rakuszanki, Gołąbki, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
2483,"Start sprzedaży!! Kredyt 2 % !!! 3pokoje, ogród",665 164 ,11 550 ,3 ,57.59  ,"Nowodwory, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
2484,Metro Młynów/ Kamienica z 1908 r/ Dwa pokoje,669 000 ,16 317 ,2 ,41  ,"ul. Górczewska, Młynów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2485,"⭐⭐⭐ Piękne 3 pokoje, 350m METRO! + PARKING! ⭐⭐⭐",849 900 ,14 118 ,3 ,60.2  ,"ul. gen. Waleriana Czumy 4, Jelonki Północne, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
2486,"Ochota: Mieszkanie 2 Pokoje 37,4m2 - Twój Nowy Kąt",685 000 ,18 316 ,2 ,37.4  ,"ul. Stefana Bobrowskiego, Szczęśliwice, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
2487,2pokoje kamienica po remoncie bezpośrednio,658 000 ,20 563 ,2 ,32  ,"ul. Puławska, Malczewskiego, Tyniecka, Wierzbno, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2488,Mieszkanie 30 m Śródmieście/Wola,510 000 ,17 000 ,2 ,30  ,"ul. Okopowa 23, Młynów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2489,"Apartament, 5 pokojowy na Sarmackiej",2 200 000 ,17 600 ,5 ,125  ,"ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
2490,"Mieszkanie Sadyba 3 pokoje, winda, Warszawa",800 000 ,14 286 ,3 ,56  ,"ul. Nicejska, Stegny, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2491,Dwa oddzielne pokoje w Śródmieściu.,836 000 ,19 000 ,2 ,44  ,"al. Aleja ""Solidarności"", Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
2492,FUNKCJONALNE 2-pokoje - standard deweloperski,463 518 ,9387 ,2 ,49.38  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
2493,"Apartament Miasteczko Wilanów, ul. Kieślowskiego",1 130 000 ,22 376 ,2 ,50.5  ,"ul. Krzysztofa Kieślowskiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
2494,Widna przestronna kawalerka na cichym osiedlu,650 000 ,15 854 ,1 ,41  ,"ul. Cichociemnych, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2495,2-pokoje PRZESTRONNE z garderobą ~ ul Płochocińska,"592 505,50 ",9086 ,2 ,65.21  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
2496,Nowoczesne i Słoneczne Studio na Ochocie,660 000 ,17 694 ,1 ,37.3  ,"ul. Białobrzeska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
2497,3 pokoje z widną kuchnią na Gocławiu!,799 000 ,12 330 ,3 ,64.8  ,"ul. gen. Leopolda Okulickiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2498,"55m2, 3 pokoje, Dywizjonu 303 Bemowo do negocjacji",950 000 ,17 273 ,3 ,55  ,"Dywizjonu 303 139, Górce, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
2499,"NOWE 57,60 m2, bez PCC, kredyt 2%, klima, 2 garaże",756 000 ,13 125 ,3 ,57.6  ,"ul. Przylaszczkowa 17, Falenica, Wawer, Warszawa, mazowieckie",Biuro nieruchomości
2500,"Apartament 107m2, Mokotów, Woronicza BEZPOŚREDNIO",1 980 000 ,18 496 ,4 ,107.05  ,"ul. Jana Pawła Woronicza 33a, Służewiec, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2501,3 pok. z klimatyzacją przy Bogusławskiego,698 000 ,13 298 ,3 ,52.49  ,"ul. Wojciecha Bogusławskiego, Chomiczówka, Bielany, Warszawa, mazowieckie",Inwestycja deweloperska
2502,Mieszkanie Marymont-Ruda,799 999 ,11 940 ,4 ,67  ,"Huta, Bielany, Warszawa, mazowieckie",Inwestycja deweloperska
2503,Kawalerka Centrum al. Jana Pawła II inwestycyjnie,499 000 ,18 837 ,1 ,26.49  ,"al. Aleja Jana Pawła II, Muranów, Śródmieście, Warszawa, mazowieckie",Inwestycja deweloperska
2504,4-pokojowe mieszkanie 69m2 + balkon,Zapytaj o cenę4 pokoje69.28 m²,,,,"ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
2505,2-pokojowe mieszkanie 32m2 + balkon Bezpośrednio,Zapytaj o cenę2 pokoje32.8 m²,,,,"ul. Krzewna, Elsnerów, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
2506,3-pokojowe mieszkanie 65m2 + balkon,Zapytaj o cenę3 pokoje65.58 m²,,,,"ul. Tużycka, Zacisze, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
2507,W pełni wyposażone | Korona Pragi | 2017 r.,722 000 ,15 200 ,2 ,47.5  ,"ul. Ostrobramska 73c, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2508,"wysoki standard, 5min do s8 - kredyt 2% - 3-pokoje",569 999 ,11 176 ,3 ,51  ,"ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
2509,Rodzinne mieszkanie w nowoczesnej dzielnicy.,939 000 ,11 513 ,4 ,81.56  ,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
2510,Duży zielony TARAS widna kuchnia 20min do Centrum,613 999 ,11 695 ,3 ,52.5  ,"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
2511,Dwupoziomowy apartament możliwe 5pokoi +taras 14m2,1 038 000 ,12 775 ,5 ,81.25  ,"Tarchomin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
2512,Apartament 3-pok z ogródkiem 70m2 |Metro |Bielany,1 207 800 ,19 402 ,3 ,62.25  ,"Huta, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
2513,Gotowy apartament z tarasem | Metro R. Dasz.- 1 km,2 777 500 ,24 599 ,5 ,112.91  ,"Ulrychów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2514,Wola-Opcja 2 pokoje- R.Daszyńskiego- Premium-Garaż,895 000 ,26 324 ,2 ,34  ,"ul. Prosta, Mirów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2515,Muranów/Słoneczn4 pokoje/64 m2/Loggia/Metro 5 min.,1 616 000 ,25 250 ,4 ,64  ,"ul. Józefa Lewartowskiego, Muranów, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
2516,Apartament 107 m2/5 pokoi/Balkon/2 łazienki,1 196 000 ,11 178 ,5 ,107  ,"ul. gen. Leopolda Okulickiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2517,"Słoneczne 3 pokoje na Pradze Południe, Liwiecka",797 000 ,13 775 ,3 ,57.86  ,"Gocławek, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2518,2 pokoje przy metrze,835 000 ,15 254 ,2 ,54.74  ,"ul. Górczewska, Górce, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
2519,"Sprzedam 3-pok. mieszkanie, Wola, Metro",950 000 ,16 934 ,3 ,56.1  ,"ul. Jana Olbrachta, Ulrychów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2520,"Apartament 84m2,3pok, klimatyzacja ! Bez prowizji",1 549 000 ,18 440 ,3 ,84  ,"ul. Bukowińska 22, Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2521,"Mieszkanie, 64,18 m², Warszawa",900 000 ,14 023 ,3 ,64.18  ,"Augustówka, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2522,Mieszkanie przy Metrze Bemowo Duża loggia,899 000 ,15 948 ,2 ,56.37  ,"ul. gen. Tadeusza Pełczyńskiego, Górce, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
2523,4 pokoje po remoncie! Mokotów,880 000 ,16 510 ,4 ,53.3  ,"ul. Zygmunta Modzelewskiego, Służew, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2524,"Wyjątkowo zadbane 3/4 pokoje, balkon, garaż",1 010 000 ,11 636 ,3 ,86.8  ,"ul. Dzieci Warszawy, Skorosze, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
2525,"Mieszkanie na Starym Mokotowie 35,60 m2",699 000 ,19 635 ,2 ,35.6  ,"Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
2526,Atrakcyjne mieszkanie w Wilanowie bezpośrednio,630 000 ,19 688 ,1 ,32  ,"ul. Aleksandra Gieysztora, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
